"","Unique_ID","Site","Block","Position","Genotype","ACI","LT","LPS","LMA","ImageJ_1","ImageJ_2","LBI","logLBI","logACI","logLT","logLPS","logLMA"
"5915","YCN_4_27_G","YCN",4,27,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5916","YCN_4_28_F2YW","YCN",4,28,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5917","YCN_4_29_L","YCN",4,29,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5918","YCN_4_2_F2WY","YCN",4,2,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5919","YCN_4_30_F2WY","YCN",4,30,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5920","YCN_4_31_F2WY","YCN",4,31,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5921","YCN_4_32_F2WY","YCN",4,32,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5922","YCN_4_33_F2WY","YCN",4,33,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5923","YCN_4_33_F2YW","YCN",4,33,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5924","YCN_4_33_L","YCN",4,33,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5925","YCN_4_34_F2WY","YCN",4,34,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5926","YCN_4_34_F2YW","YCN",4,34,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5927","YCN_4_34_L","YCN",4,34,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5928","YCN_4_35_F2WY","YCN",4,35,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5929","YCN_4_35_F2YW","YCN",4,35,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5930","YCN_4_35_L","YCN",4,35,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5931","YCN_4_36_F2WY","YCN",4,36,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5932","YCN_4_36_G","YCN",4,36,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5933","YCN_4_36_L","YCN",4,36,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5934","YCN_4_37_F2WY","YCN",4,37,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5935","YCN_4_37_F2YW","YCN",4,37,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5936","YCN_4_37_L","YCN",4,37,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5937","YCN_4_38_G","YCN",4,38,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5938","YCN_4_38_L","YCN",4,38,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5939","YCN_4_39_F2WY","YCN",4,39,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5940","YCN_4_39_F2YW","YCN",4,39,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5941","YCN_4_39_L","YCN",4,39,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5942","YCN_4_3_F2YW","YCN",4,3,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5943","YCN_4_40_F2WY","YCN",4,40,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5944","YCN_4_40_L","YCN",4,40,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5945","YCN_4_41_F2WY","YCN",4,41,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5946","YCN_4_41_F2YW","YCN",4,41,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5947","YCN_4_41_G","YCN",4,41,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5948","YCN_4_42_F2YW","YCN",4,42,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5949","YCN_4_42_L","YCN",4,42,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5950","YCN_4_43_F2WY","YCN",4,43,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5951","YCN_4_43_L","YCN",4,43,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5952","YCN_4_44_F2YW","YCN",4,44,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5953","YCN_4_44_L","YCN",4,44,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5954","YCN_4_45_F2WY","YCN",4,45,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5955","YCN_4_45_F2YW","YCN",4,45,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5956","YCN_4_45_L","YCN",4,45,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5957","YCN_4_46_F2WY","YCN",4,46,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5958","YCN_4_46_F2YW","YCN",4,46,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5959","YCN_4_47_F2YW","YCN",4,47,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5960","YCN_4_47_G","YCN",4,47,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5961","YCN_4_48_F2WY","YCN",4,48,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5962","YCN_4_48_F2YW","YCN",4,48,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5963","YCN_4_49_G","YCN",4,49,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5964","YCN_4_49_L","YCN",4,49,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5965","YCN_4_4_F2WY","YCN",4,4,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5966","YCN_4_50_F2YW","YCN",4,50,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5967","YCN_4_50_G","YCN",4,50,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5968","YCN_4_50_L","YCN",4,50,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5969","YCN_4_51_F2YW","YCN",4,51,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5970","YCN_4_51_G","YCN",4,51,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5971","YCN_4_51_L","YCN",4,51,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5972","YCN_4_52_F2YW","YCN",4,52,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5973","YCN_4_52_L","YCN",4,52,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5974","YCN_4_53_F2WY","YCN",4,53,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5975","YCN_4_53_G","YCN",4,53,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5976","YCN_4_54_F2WY","YCN",4,54,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977","YCN_4_54_G","YCN",4,54,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5978","YCN_4_55_F2WY","YCN",4,55,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5979","YCN_4_55_L","YCN",4,55,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5980","YCN_4_56_F2WY","YCN",4,56,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5981","YCN_4_56_F2YW","YCN",4,56,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5982","YCN_4_57_G","YCN",4,57,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5983","YCN_4_58_F2WY","YCN",4,58,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5984","YCN_4_58_F2YW","YCN",4,58,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5985","YCN_4_58_L","YCN",4,58,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5986","YCN_4_59_F2WY","YCN",4,59,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5987","YCN_4_59_F2YW","YCN",4,59,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5988","YCN_4_59_G","YCN",4,59,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5989","YCN_4_5_F2WY","YCN",4,5,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5990","YCN_4_60_F2YW","YCN",4,60,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5991","YCN_4_60_L","YCN",4,60,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5992","YCN_4_61_F2WY","YCN",4,61,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5993","YCN_4_61_F2YW","YCN",4,61,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5994","YCN_4_61_G","YCN",4,61,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5995","YCN_4_62_F2WY","YCN",4,62,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5996","YCN_4_62_F2YW","YCN",4,62,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5997","YCN_4_62_L","YCN",4,62,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5998","YCN_4_63_F2WY","YCN",4,63,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5999","YCN_4_63_L","YCN",4,63,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6000","YCN_4_64_G","YCN",4,64,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6001","YCN_4_64_L","YCN",4,64,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6002","YCN_4_65_F2WY","YCN",4,65,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6003","YCN_4_65_F2YW","YCN",4,65,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6004","YCN_4_65_L","YCN",4,65,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6005","YCN_4_66_F2WY","YCN",4,66,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6006","YCN_4_66_F2YW","YCN",4,66,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6007","YCN_4_66_G","YCN",4,66,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6008","YCN_4_67_F2YW","YCN",4,67,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6009","YCN_4_67_G","YCN",4,67,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010","YCN_4_68_F2WY","YCN",4,68,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011","YCN_4_68_L","YCN",4,68,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012","YCN_4_69_F2WY","YCN",4,69,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013","YCN_4_69_L","YCN",4,69,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6014","YCN_4_6_F2WY","YCN",4,6,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6015","YCN_4_70_F2YW","YCN",4,70,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6016","YCN_4_70_G","YCN",4,70,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6017","YCN_4_70_L","YCN",4,70,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6018","YCN_4_71_F2YW","YCN",4,71,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6019","YCN_4_71_G","YCN",4,71,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020","YCN_4_72_F2WY","YCN",4,72,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021","YCN_4_72_L","YCN",4,72,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6022","YCN_4_73_F2WY","YCN",4,73,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6023","YCN_4_73_F2YW","YCN",4,73,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6024","YCN_4_73_L","YCN",4,73,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6025","YCN_4_74_F2WY","YCN",4,74,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6026","YCN_4_74_F2YW","YCN",4,74,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6027","YCN_4_74_G","YCN",4,74,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6028","YCN_4_75_F2WY","YCN",4,75,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029","YCN_4_75_G","YCN",4,75,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6030","YCN_4_75_L","YCN",4,75,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6031","YCN_4_7_F2WY","YCN",4,7,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6032","YCN_4_8_G","YCN",4,8,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6033","YCN_4_9_F2YW","YCN",4,9,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6034","YCN_5_10_F2YW","YCN",5,10,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6035","YCN_5_11_G","YCN",5,11,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6036","YCN_5_12_G","YCN",5,12,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037","YCN_5_13_F2WY","YCN",5,13,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6038","YCN_5_14_F2YW","YCN",5,14,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6039","YCN_5_15_L","YCN",5,15,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6040","YCN_5_16_L","YCN",5,16,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6041","YCN_5_17_F2YW","YCN",5,17,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6042","YCN_5_18_F2YW","YCN",5,18,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6043","YCN_5_19_F2WY","YCN",5,19,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6044","YCN_5_1_F2WY","YCN",5,1,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6045","YCN_5_20_L","YCN",5,20,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6046","YCN_5_21_F2WY","YCN",5,21,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6047","YCN_5_22_F2YW","YCN",5,22,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6048","YCN_5_23_F2YW","YCN",5,23,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6049","YCN_5_24_L","YCN",5,24,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6050","YCN_5_25_F2YW","YCN",5,25,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6051","YCN_5_26_F2YW","YCN",5,26,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6052","YCN_5_27_L","YCN",5,27,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6053","YCN_5_28_F2YW","YCN",5,28,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6054","YCN_5_29_G","YCN",5,29,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6055","YCN_5_2_F2YW","YCN",5,2,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6056","YCN_5_30_G","YCN",5,30,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6057","YCN_5_31_G","YCN",5,31,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6058","YCN_5_32_L","YCN",5,32,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6059","YCN_5_33_F2YW","YCN",5,33,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6060","YCN_5_33_G","YCN",5,33,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6061","YCN_5_33_L","YCN",5,33,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6062","YCN_5_34_F2WY","YCN",5,34,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6063","YCN_5_34_F2YW","YCN",5,34,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6064","YCN_5_34_L","YCN",5,34,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6065","YCN_5_35_F2WY","YCN",5,35,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6066","YCN_5_35_G","YCN",5,35,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6067","YCN_5_35_L","YCN",5,35,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6068","YCN_5_36_G","YCN",5,36,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6069","YCN_5_36_L","YCN",5,36,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6070","YCN_5_37_F2WY","YCN",5,37,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6071","YCN_5_37_L","YCN",5,37,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6072","YCN_5_38_F2WY","YCN",5,38,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6073","YCN_5_38_L","YCN",5,38,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6074","YCN_5_39_F2YW","YCN",5,39,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6075","YCN_5_39_G","YCN",5,39,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6076","YCN_5_39_L","YCN",5,39,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6077","YCN_5_3_F2WY","YCN",5,3,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6078","YCN_5_40_F2WY","YCN",5,40,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6079","YCN_5_40_G","YCN",5,40,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6080","YCN_5_40_L","YCN",5,40,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6081","YCN_5_41_F2WY","YCN",5,41,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6082","YCN_5_41_F2YW","YCN",5,41,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6083","YCN_5_41_G","YCN",5,41,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6084","YCN_5_42_G","YCN",5,42,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6085","YCN_5_42_L","YCN",5,42,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6086","YCN_5_43_F2WY","YCN",5,43,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6087","YCN_5_43_F2YW","YCN",5,43,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6088","YCN_5_43_L","YCN",5,43,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6089","YCN_5_44_F2YW","YCN",5,44,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6090","YCN_5_44_G","YCN",5,44,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6091","YCN_5_44_L","YCN",5,44,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6092","YCN_5_45_F2WY","YCN",5,45,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6093","YCN_5_45_L","YCN",5,45,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6094","YCN_5_46_F2WY","YCN",5,46,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6095","YCN_5_46_F2YW","YCN",5,46,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6096","YCN_5_47_F2YW","YCN",5,47,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6097","YCN_5_47_G","YCN",5,47,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6098","YCN_5_47_L","YCN",5,47,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6099","YCN_5_48_F2WY","YCN",5,48,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6100","YCN_5_48_F2YW","YCN",5,48,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6101","YCN_5_48_L","YCN",5,48,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6102","YCN_5_49_F2WY","YCN",5,49,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6103","YCN_5_49_G","YCN",5,49,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6104","YCN_5_49_L","YCN",5,49,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6105","YCN_5_4_L","YCN",5,4,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6106","YCN_5_50_F2WY","YCN",5,50,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6107","YCN_5_50_G","YCN",5,50,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6108","YCN_5_50_L","YCN",5,50,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6109","YCN_5_51_F2WY","YCN",5,51,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6110","YCN_5_51_F2YW","YCN",5,51,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6111","YCN_5_51_G","YCN",5,51,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6112","YCN_5_52_F2YW","YCN",5,52,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6113","YCN_5_52_G","YCN",5,52,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6114","YCN_5_52_L","YCN",5,52,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6115","YCN_5_53_F2WY","YCN",5,53,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6116","YCN_5_53_F2YW","YCN",5,53,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6117","YCN_5_53_G","YCN",5,53,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6118","YCN_5_54_F2WY","YCN",5,54,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6119","YCN_5_54_G","YCN",5,54,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6120","YCN_5_55_F2WY","YCN",5,55,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6121","YCN_5_55_L","YCN",5,55,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6122","YCN_5_56_F2WY","YCN",5,56,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6123","YCN_5_56_F2YW","YCN",5,56,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6124","YCN_5_56_L","YCN",5,56,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6125","YCN_5_57_G","YCN",5,57,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6126","YCN_5_57_L","YCN",5,57,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6127","YCN_5_58_F2WY","YCN",5,58,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6128","YCN_5_58_F2YW","YCN",5,58,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6129","YCN_5_58_L","YCN",5,58,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6130","YCN_5_59_F2WY","YCN",5,59,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
